author_id,author_name,link_karma,comment_karma,acc_creation_date,is_gold,is_mod,is_employee
6z4wpym0,MicrotechAnalysis,133022,13038,2020-06-19 18:58:24+08:00,False,False,False
51r50ub5,yrt97,19776,7235,2019-11-19 13:20:51+08:00,False,False,False
