author_id,comment_id,post_id,author_name,link_karma,comment_karma,acc_creation_date,is_gold,is_mod,is_employee
bhj23,igmk9ws,w1vdvx,gohtingqi1997,688,4889,2013-04-28 16:32:56+08:00,False,False,False
qejftnz,igql5r3,w1vdvx,Wowmich,1,14554,2018-07-18 07:22:13+08:00,False,False,False
2vx2xcyw,igmh7cm,w1vdvx,sneakpeek_bot,135,71289,2018-12-30 11:53:52+08:00,False,True,False
8e8lzh4t,igmoa22,w1vdvx,throwaway_afterusage,2642,39577,2020-10-08 22:54:01+08:00,False,False,False
c9707t0w,igo4ip4,w1vdvx,j4deR4sif,1,1029,2021-05-22 00:58:38+08:00,False,False,False
35vac2r2,igqs3jp,w1vdvx,udunjibai,973,39736,2019-02-06 09:18:30+08:00,False,False,False
13mnms,ign01ae,w1uop4,ngrenjie,4563,101586,2016-12-17 09:00:01+08:00,False,False,False
13mnms,igmfens,w1uop4,ngrenjie,4563,101586,2016-12-17 09:00:01+08:00,False,False,False
161cxk,igmjcz9,w1uop4,Pooplayer1,18049,38186,2017-03-09 12:59:01+08:00,False,False,False
oho16v0p,igmvxvo,w1uop4,AirDjinn,568,2124,2022-06-12 10:25:31+08:00,False,False,False
14krsf,igmj8bb,w1uop4,WashooGonnaDo,653,21863,2017-01-19 14:08:02+08:00,False,False,False
2vx2xcyw,igmdv4z,w1uop4,sneakpeek_bot,135,71289,2018-12-30 11:53:52+08:00,False,True,False
j12uvl8e,igmmoqm,w1uop4,lurker875,871,650,2022-01-26 12:01:01+08:00,False,False,False
8j05mtzn,ign869d,w1uop4,TaskPlane1321,1,3191,2020-10-18 14:48:33+08:00,False,False,False
9h36hw7p,ignm5dx,w1uop4,savemefromcupcakesm,1,930,2020-12-24 12:25:52+08:00,False,False,False
11pudx,igpuohr,w1uop4,paddy_boomsticks,3543,58597,2016-09-28 10:57:14+08:00,False,True,False
ak4zi,igmo1r5,w1uop4,Whadafishyo,1,5520,2013-02-11 23:25:13+08:00,False,False,False
4d0aq7d6,ignkkvo,w1uop4,EconomyIndependence2,1874,69046,2019-08-13 21:26:59+08:00,False,False,False
13mnms,igmeddk,w1u8yr,ngrenjie,4563,101588,2016-12-17 09:00:01+08:00,False,False,False
ch4b0qpr,igmh913,w1u8yr,Wide_Protection_9136,1,813,2021-06-02 10:13:31+08:00,False,False,False
y39md,igmgtv2,w1u8yr,MisoMesoMilo,87,88751,2016-05-21 13:43:13+08:00,False,False,False
21kvntg4,igpk5qz,w1u8yr,minisoo,2151,27566,2018-08-23 13:25:06+08:00,False,False,False
59sdbnja,igmlu3h,w1u8yr,Kayrehn,345,11162,2020-01-01 15:12:36+08:00,False,False,False
al6r69cn,igmv36l,w1u8yr,autisticgrapes,476,6497,2021-02-26 21:06:37+08:00,False,True,False
jh2qtg1,ign69yx,w1u8yr,goldlunchbox,4209,5651,2017-11-02 10:50:43+08:00,False,False,False
22nk3x4m,igml72z,w1u8yr,ShadeX8,1,38451,2018-08-27 22:33:39+08:00,False,False,False
4d0aq7d6,ignkykr,w1u8yr,EconomyIndependence2,1874,69046,2019-08-13 21:26:59+08:00,False,False,False
837b4qgr,ignneoj,w1u8yr,Distinct-Armadillo61,253,402,2020-09-14 21:25:54+08:00,False,False,False
qejftnz,igqlgo0,w1u8yr,Wowmich,1,14554,2018-07-18 07:22:13+08:00,False,False,False
luwzuu41,igps06q,w1u8yr,Xiaomeimeilovebus,351,875,2022-04-13 01:13:47+08:00,False,False,False
hlfwqut,igmrt2w,w1u8yr,biasedrapier26,23,7605,2017-10-17 06:35:42+08:00,False,False,False
bjiy8dq,igmm6sq,w1u8yr,hugthispanda,1006,39284,2019-03-12 01:24:30+08:00,False,True,False
50vl7kjr,igm7f9l,w1sxwg,SuddenChampionship5,1249,3687,2020-04-09 17:58:14+08:00,False,False,False
j7nty,igm9or0,w1sxwg,wakkawakkaaaa,4675,39096,2014-11-05 19:51:14+08:00,False,False,False
5dun81dy,igm937q,w1sxwg,_IsNull,3560,93572,2021-06-22 10:14:17+08:00,True,False,False
nnoonp9,igmbgms,w1sxwg,shimmynywimminy,13198,101421,2017-12-09 20:10:29+08:00,False,False,False
27pmqe,igmgtzi,w1sxwg,SmirkingImperialist,1891,57920,2018-04-18 15:05:57+08:00,True,False,False
6cgdx0pn,igme5ol,w1sxwg,singaporeansatire,115,364,2020-04-30 20:41:44+08:00,False,False,False
iess9lus,igmiccr,w1sxwg,bowserwasthegoodguy,545,7639,2022-01-10 01:18:50+08:00,False,False,False
7rt5mjdk,igm7thc,w1sxwg,pm_samoyed_pics,1,3011,2020-10-25 21:00:18+08:00,False,False,False
14rkcug4,igmphri,w1sxwg,Throwawayhelp40,90,2968,2018-04-03 01:14:07+08:00,False,False,False
gb9ot,igm7551,w1sxwg,dodgethis_sg,28304,47476,2014-04-26 23:19:45+08:00,False,False,False
fbya0,igmaris,w1sxwg,Skiiage,104,10228,2014-02-18 21:35:16+08:00,False,False,False
1tlk2nkp,igmmzbg,w1sxwg,quikfrozt,374,80791,2018-07-21 14:36:33+08:00,False,False,False
11zn1b,igm7lfz,w1sxwg,septeal,562,74572,2016-10-09 13:47:11+08:00,False,False,False
coczs0t3,igm5a9u,w1sxwg,sriracha_cucaracha,1806,15386,2021-06-12 15:06:55+08:00,False,False,False
3h0oa,igmmn5g,w1sxwg,thinkingperson,827,13367,2009-05-07 07:59:31+08:00,False,False,False
gjdv9jfa,ign59bs,w1sxwg,Byebyeno,1,1941,2021-11-14 23:11:32+08:00,False,False,False
xa6ka,igmg0y9,w1sxwg,AfterthoughtC,276,1644,2016-04-19 09:02:15+08:00,False,False,False
aoztmhy0,igmjyjk,w1sxwg,hafchiu_pangsai,43,24794,2021-03-04 09:35:27+08:00,False,True,False
2p1pjlcd,igotgdu,w1sxwg,auderghem,165,181,2018-12-02 08:22:44+08:00,False,False,False
qhvck,ign0y86,w1sxwg,Sputniki,218704,287940,2015-09-16 11:41:49+08:00,False,True,False
5mzb5rt2,igm8hnj,w1swvr,abigbluebird,2559,40419,2020-03-15 18:05:21+08:00,False,False,False
120ihk,igmhjlb,w1swvr,Newez,55300,9096,2016-10-10 14:59:27+08:00,False,False,False
mnfmw2yl,igm92g7,w1swvr,AsparagusTamer,470,5763,2022-05-03 10:51:40+08:00,False,False,False
6yd61x0m,igmk7mf,w1swvr,Prize_Used,21,10645,2020-07-19 10:38:47+08:00,False,False,False
311ky,igmmkh0,w1swvr,parka,588,15139,2007-11-03 11:49:25+08:00,False,False,False
82qvhgwg,igmpe9l,w1swvr,Deep__sip,8982,10772,2020-09-13 19:21:29+08:00,False,False,False
2vx2xcyw,igm54jl,w1swvr,sneakpeek_bot,135,71289,2018-12-30 11:53:52+08:00,False,True,False
6i18rg21,igmf27i,w1swvr,theathleticscientist,1,785,2020-05-28 23:05:04+08:00,False,False,False
42czodcn,igm9fiz,w1swvr,penisguacamole,21,966,2019-08-14 09:57:45+08:00,False,False,False
11361n,igmm1c1,w1swvr,dogfighthero,1,9497,2016-09-01 20:08:12+08:00,False,False,False
21kvntg4,igmh1t0,w1swvr,minisoo,2151,27566,2018-08-23 13:25:06+08:00,False,False,False
1vs0eipd,igmtwqt,w1swvr,blackreplica,1993,23230,2018-07-30 13:57:59+08:00,False,False,False
ks48bcvl,igniu09,w1swvr,FA48EEE83BBAC22,1,35,2022-03-16 23:32:11+08:00,False,False,False
2fexmhon,igncs5x,w1swvr,lafietafie,1788,11344,2018-10-17 19:43:20+08:00,False,False,False
7qm737o5,igog5gd,w1swvr,fenrism,1026,14085,2020-08-17 09:51:15+08:00,False,True,False
n0ql6nve,ignh9gm,w1swvr,supaloopar,1,214,2022-05-12 22:44:16+08:00,False,False,False
3qn18mul,igpuume,w1swvr,estifashion,1,145,2019-05-09 09:46:51+08:00,False,False,False
c9707t0w,igqget3,w1swvr,j4deR4sif,1,1028,2021-05-22 00:58:38+08:00,False,False,False
5srld9g4,igqh5pq,w1swvr,Suspicious-Noise8380,1,0,2020-09-01 16:07:16+08:00,False,False,False
2p1pjlcd,igotj80,w1swvr,auderghem,165,181,2018-12-02 08:22:44+08:00,False,False,False
j3r6zo,igm4wfd,w1sq6f,dunspamme,1,27775,2018-03-11 20:26:20+08:00,False,False,False
11a3jd,igm6e06,w1sq6f,GrandNibbles,36248,132647,2016-09-09 09:41:58+08:00,False,True,False
xg9mqxx,igm7y59,w1sq6f,nutting_ham,120,7261,2018-02-17 15:07:58+08:00,False,False,False
dte06px5,igm618r,w1sq6f,timlim029,1240,22901,2021-08-10 01:18:17+08:00,False,False,False
m022eajs,igm4p8r,w1sq6f,ShamSchues,1,134,2022-04-16 15:05:43+08:00,False,False,False
4eh71q05,igm6vjg,w1sq6f,protestmofo,160,2313,2019-09-02 12:03:23+08:00,False,False,False
116j3v3n,igm55tk,w1sq6f,khaosdd,2798,46818,2018-03-13 11:11:19+08:00,False,False,False
66zcg8so,igmehbv,w1sq6f,beating1out,92,17769,2020-04-12 18:28:38+08:00,False,False,False
a37fiyz9,igm9qx2,w1sq6f,Difficult-Slip6249,1,505,2021-01-31 14:29:35+08:00,False,False,False
4io8pi2y,igmdb0o,w1sq6f,ash_is_fun,16134,1708,2019-09-04 21:17:39+08:00,False,False,False
4yr7cgew,igm5e8l,w1sq6f,Getinmymouthcupcake,1,20175,2019-11-07 16:54:29+08:00,False,False,False
10lpf7,igma69n,w1sq6f,2ddudesop,225,17608,2016-08-17 21:21:09+08:00,False,False,False
a2gfe96i,igmcmbt,w1sq6f,HistoricalPlatypus44,1,3711,2021-02-01 02:35:24+08:00,False,False,False
oxqds,igm8iuw,w1sq6f,bigredpig,24,2536,2015-07-20 21:20:24+08:00,False,False,False
doq78cqv,igmcc4y,w1sq6f,mulder_and_sekali,1,16184,2021-08-03 17:49:56+08:00,False,False,False
2w5medhk,igmktum,w1sq6f,wolf-bot,118833,32137,2020-02-10 10:38:54+08:00,False,False,False
gb4icbu6,igmeigz,w1sq6f,colddeadplacee,70,6019,2021-11-13 15:41:24+08:00,False,False,False
1blrxxd2,igma639,w1sq6f,dumboldnoob,17,5357,2018-07-11 10:48:41+08:00,False,False,False
rjnjr,igme1k9,w1sq6f,hamstertoes,182,2856,2015-10-29 07:13:55+08:00,False,False,False
in4rqk,igmffyv,w1sq6f,NIDORAX,2353,31729,2018-11-16 00:35:21+08:00,False,False,False
27bv3a7l,igm428c,w1ltjh,etyn100,1,17833,2018-09-13 22:36:41+08:00,False,False,False
6i2g8vsf,igo52b3,w1ltjh,jdjdkdnhdjdj,1,493,2020-07-02 13:01:32+08:00,False,False,False
qejftnz,igqm2jf,w1ltjh,Wowmich,1,14554,2018-07-18 07:22:13+08:00,False,False,False
crbt6bqa,igm5fy7,w1sfk4,F8SAnd,3,906,2021-06-16 21:09:21+08:00,False,False,False
8ixp3aww,igm30x2,w1sfk4,sexyhades69,10898,39301,2020-11-21 10:05:55+08:00,False,False,False
58mca,ign4sn1,w1sfk4,agentxq49,211,6166,2011-05-16 01:03:15+08:00,False,False,False
cy1cx,igmx3sd,w1sfk4,visque,22,12476,2013-08-30 11:36:48+08:00,False,False,False
10xria,ign4skq,w1sfk4,sgavatarbender,4350,5816,2016-08-28 09:51:40+08:00,False,False,False
34ay5wj9,igmsmt5,w1sfk4,rowthecow,2298,62010,2019-04-04 12:40:59+08:00,False,False,False
3xsu4wsj,igmzagi,w1sfk4,Imaginary_Scholar_86,144,2465,2020-10-28 11:37:23+08:00,False,False,False
gcx1edr,igny64p,w1sfk4,goondu86,1474,5285,2017-10-09 08:36:28+08:00,False,False,False
4d36a6e8,igogxri,w1sfk4,Minamo-sensei,1,7174,2019-08-14 04:33:30+08:00,False,False,False
qejftnz,igqmhgb,w1sfk4,Wowmich,1,14554,2018-07-18 07:22:13+08:00,False,False,False
ze8d7,igm4m52,w1sfk4,pjayaredee,3351,18876,2016-07-10 23:09:47+08:00,False,False,False
dyvefhue,igmhpqw,w1sfk4,TadpoleNational2222,11,474,2021-08-17 17:05:20+08:00,False,False,False
83w261v8,ignfbv5,w1sfk4,makemoneybear,1,-12,2021-01-25 00:02:16+08:00,False,False,False
ag2e53za,igmrpzz,w1sfk4,CompetitiveSession84,1,313,2021-02-19 10:28:07+08:00,False,False,False
zyce1,igm6gvl,w1sa8t,Absorb_Nothing,129,26457,2016-07-30 18:46:37+08:00,False,False,False
11zn1b,igm7r6i,w1sa8t,septeal,562,74576,2016-10-09 13:47:11+08:00,False,False,False
dk6t8oyp,igm2xdy,w1sa8t,Doraemonhacker,8570,22197,2021-07-28 04:19:55+08:00,False,False,False
82qvhgwg,igmq4um,w1s9vc,Deep__sip,8982,10772,2020-09-13 19:21:29+08:00,False,False,False
2vx2xcyw,igm1x57,w1s9vc,sneakpeek_bot,135,71289,2018-12-30 11:53:52+08:00,False,True,False
jm1ccavz,ign13oy,w1s9vc,LemonNarc,2098,5424,2022-02-12 13:44:52+08:00,False,False,False
4d0aq7d6,ignkv9k,w1s9vc,EconomyIndependence2,1874,69046,2019-08-13 21:26:59+08:00,False,False,False
7qet0wuh,igmedek,w1s9vc,Busy-Bug-6232,822,11151,2021-05-23 00:03:57+08:00,False,False,False
fae5fa9b,igm1c3z,w1rzrp,Civil_Lunch_7688,2427,2520,2021-10-09 17:56:12+08:00,False,False,False
oho16v0p,igm2adh,w1rzrp,AirDjinn,568,2124,2022-06-12 10:25:31+08:00,False,False,False
2vx2xcyw,igm0h3z,w1rzrp,sneakpeek_bot,135,71289,2018-12-30 11:53:52+08:00,False,True,False
enf6snli,igppiya,w1rzrp,Tkm_Kappa,1,979,2021-09-20 17:55:05+08:00,False,False,False
skyzj,igm6pio,w1rt15,adrenaline_junkie88,262,51174,2015-12-01 16:24:26+08:00,False,False,False
9danlgvv,igm2kst,w1rt15,YvonnyLing,17,2535,2020-12-17 10:05:25+08:00,False,False,False
gtuz79py,igm4qvf,w1rt15,Thanos_is_a_good_boy,574,19255,2021-11-23 11:21:36+08:00,False,False,False
15up7jcg,igmsgiz,w1rt15,Purpledragon84,275,8715,2018-11-06 11:35:21+08:00,False,False,False
cgbkavnh,igm11wk,w1rt15,awakenedwinter,284,1799,2021-06-09 07:27:36+08:00,False,False,False
qcbvdrw,igm3cwq,w1rt15,silentscope90210,27185,70511,2018-01-01 12:07:30+08:00,False,False,False
2vx2xcyw,iglziqw,w1rt15,sneakpeek_bot,135,71289,2018-12-30 11:53:52+08:00,False,True,False
ks48bcvl,ignh30f,w1rt15,FA48EEE83BBAC22,1,35,2022-03-16 23:32:11+08:00,False,False,False
jar99g9v,igqd4av,w1rt15,custom_fish_69,928,24261,2022-02-03 10:31:41+08:00,True,False,False
5jhfen6e,igqkgne,w1rt15,Cryptoknight87,1,18,2020-01-29 20:02:26+08:00,False,False,False
qejftnz,igqnv1y,w1rt15,Wowmich,1,14554,2018-07-18 07:22:13+08:00,False,False,False
a49qpex6,ign3cp9,w1rt15,smurflings,1,17903,2021-02-26 15:57:16+08:00,False,False,False
mnfmw2yl,iglxt5m,w1rgj8,AsparagusTamer,470,5763,2022-05-03 10:51:40+08:00,False,False,False
slqdt,igm7o88,w1rgj8,RIP2UAnders,5906,40580,2015-12-02 08:58:31+08:00,False,False,False
15cqcx,iglwsbh,w1qydw,beklog,5216,125787,2017-02-13 15:09:00+08:00,False,False,False
6zn63,iglxbe8,w1qydw,omnirai,392,66831,2012-02-22 22:31:04+08:00,False,False,False
dqt1yeji,iglxccm,w1qydw,shadstrife123,63,8934,2021-08-06 13:45:55+08:00,False,False,False
120j2pwa,igm03yz,w1qydw,mrwagga,5307,75226,2018-03-18 01:27:03+08:00,False,False,False
4zkpc,igmqhf2,w1qydw,gtuckerkellogg,1217,1094,2011-03-21 09:14:52+08:00,False,False,False
15nvk1,igngci9,w1qydw,L_J_X,668,9804,2017-02-23 20:54:12+08:00,False,False,False
21kvntg4,igmh5p5,w1qydw,minisoo,2151,27566,2018-08-23 13:25:06+08:00,False,False,False
2vx2xcyw,igluy1l,w1qydw,sneakpeek_bot,135,71289,2018-12-30 11:53:52+08:00,False,True,False
12xcfmr,igmv2oj,w1qydw,pi2pi,9364,1281,2017-06-08 22:39:37+08:00,False,False,False
8vwo7prk,igmvqlj,w1qydw,FlyMood,2,1400,2020-11-27 18:30:03+08:00,False,False,False
n26dy3ek,igm3j9m,w1qydw,Lanvall_,1,183,2022-05-13 19:33:53+08:00,False,False,False
6kuhjlk8,ignvn0a,w1qydw,StareintotheSun2020,1417,49167,2020-10-13 19:04:38+08:00,False,False,False
mvo6b,igpw9kt,w1qydw,DuhMightyBeanz,548,22016,2015-04-13 16:08:51+08:00,False,False,False
6oioxl2q,igqvere,w1qydw,Relevant-Bullfrog978,23,291,2021-03-11 08:09:55+08:00,False,False,False
6oioxl2q,igqvjgw,w1qydw,Relevant-Bullfrog978,23,291,2021-03-11 08:09:55+08:00,False,False,False
72ww9xhg,igptuur,w1qydw,One_Ok,194,3033,2020-06-30 09:48:05+08:00,False,False,False
86lmg1tq,igm0lj4,w1qydw,Anal3Some,1,2756,2021-07-15 15:38:17+08:00,False,False,False
1726sy,iglwrxz,w1qq61,14high,2,17815,2017-04-14 10:24:45+08:00,False,False,False
mnfmw2yl,iglwztc,w1qq61,AsparagusTamer,470,5763,2022-05-03 10:51:40+08:00,False,False,False
mvo6b,igmlusi,w1qq61,DuhMightyBeanz,548,22016,2015-04-13 16:08:51+08:00,False,False,False
568is4ts,igmg72w,w1qq61,nervouscuber,2372,2866,2019-12-26 19:54:45+08:00,False,False,False
cmyef,igmxq5s,w1qq61,rollin340,10262,192472,2013-08-06 00:39:38+08:00,False,False,False
qcbvdrw,igm4qov,w1qq61,silentscope90210,27185,70511,2018-01-01 12:07:30+08:00,False,False,False
a7h1vbva,igm7h96,w1qq61,Apprehensive_Plate60,562,12334,2021-04-07 17:50:41+08:00,False,False,False
633a8bmz,igma3zh,w1qq61,Infortheline,3,7797,2021-01-27 08:24:44+08:00,False,False,False
34ay5wj9,igmt47e,w1qq61,rowthecow,2298,62010,2019-04-04 12:40:59+08:00,False,False,False
40ddigft,ign0thj,w1qq61,Downpesman,1824,4483,2019-06-25 15:30:36+08:00,False,False,False
5nwzjj31,iglxdf2,w1qq61,zidane0508,14,161,2020-02-12 11:54:04+08:00,False,False,False
nnoonp9,iglxkv4,w1qq61,shimmynywimminy,13198,101422,2017-12-09 20:10:29+08:00,False,False,False
2vx2xcyw,igltq1e,w1qq61,sneakpeek_bot,135,71289,2018-12-30 11:53:52+08:00,False,True,False
zyce1,iglur3k,w1qq61,Absorb_Nothing,129,26457,2016-07-30 18:46:37+08:00,False,False,False
4l4k1syg,ign4tz7,w1qq61,yapwt,2790,5367,2019-12-25 21:14:46+08:00,False,False,False
4d0aq7d6,ignkruj,w1qq61,EconomyIndependence2,1874,69046,2019-08-13 21:26:59+08:00,False,False,False
l297p,igpnzhf,w1qq61,darknezx,1005,1854,2015-01-31 18:11:44+08:00,False,False,False
4r6kx4ld,igqnuvm,w1qq61,Buddyformula,15,27346,2019-10-08 23:50:18+08:00,False,False,False
l6f9ypqc,igmzunq,w1qq61,Eyeslikepeanuts,1,50,2022-06-21 17:47:48+08:00,False,False,False
8qh4b19r,ign7mb8,w1qq61,steven_san92,14,1239,2020-11-03 14:45:01+08:00,False,False,False
m1dvn,iglxn78,w1qp0a,CSlv,1365,122554,2015-03-11 02:48:34+08:00,False,False,False
2txh9au9,iglzkgt,w1qp0a,Doxq,4576,29745,2018-12-21 18:11:26+08:00,False,False,False
87nztkst,ign4dyh,w1qp0a,lifetimesadness,252,779,2020-09-24 14:53:02+08:00,False,False,False
2vx2xcyw,igltj3u,w1qp0a,sneakpeek_bot,135,71289,2018-12-30 11:53:52+08:00,False,True,False
qhvck,igqnh06,w1qp0a,Sputniki,218704,287940,2015-09-16 11:41:49+08:00,False,True,False
109z7u,igmtb41,w1qp0a,I_love_pillows,3716,399934,2016-08-09 23:31:32+08:00,False,False,False
rjnjr,igquxwv,w1qp0a,hamstertoes,182,2856,2015-10-29 07:13:55+08:00,False,False,False
c9vjacox,ign9kqz,w1qp0a,DanceAlien,47,11700,2021-05-23 00:26:39+08:00,False,False,False
clext6f,igm5h3a,w1qp0a,IvanThePohBear,907,2533,2017-09-03 13:00:07+08:00,False,False,False
ac54gasc,igml276,w1qp0a,throwawayubgit,10,-27,2022-01-12 23:33:41+08:00,False,False,False
5kb8k,iglt8sf,w1qc0w,Xanthon,81938,169776,2011-07-25 17:11:17+08:00,False,True,False
ctar8,iglu283,w1qc0w,rainbowyuc,1174,75905,2013-08-19 21:52:11+08:00,False,False,False
o1i86,iglt0z9,w1qc0w,magicalumbrella,5740,5075,2015-06-11 21:28:21+08:00,False,True,False
13mnms,igluczl,w1qc0w,ngrenjie,4563,101599,2016-12-17 09:00:01+08:00,False,False,False
fbya0,igm2a8g,w1qc0w,Skiiage,104,10230,2014-02-18 21:35:16+08:00,False,False,False
1qavgy67,iglt46q,w1qc0w,bersht,3644,9483,2018-07-08 23:18:21+08:00,False,False,False
k0tz8ftl,igltq21,w1qc0w,SpiritualInterest129,1,325,2022-02-24 18:36:28+08:00,False,False,False
mnfmw2yl,iglwku1,w1qc0w,AsparagusTamer,470,5764,2022-05-03 10:51:40+08:00,False,False,False
gb9ot,iglu024,w1qc0w,dodgethis_sg,28304,47476,2014-04-26 23:19:45+08:00,False,False,False
5re9kl5e,iglw9id,w1qc0w,L0neLi,133,414,2020-02-23 19:49:12+08:00,False,False,False
2w5medhk,igml70p,w1qc0w,wolf-bot,118833,32137,2020-02-10 10:38:54+08:00,False,False,False
am0eouxu,iglu2oz,w1qc0w,Familiar-Mouse4490,17718,47792,2021-02-28 21:35:53+08:00,False,False,False
3t0dwih0,iglsz9i,w1qc0w,mechie_mech_mechface,43,21422,2019-05-23 06:39:14+08:00,False,False,False
120j2pwa,igm06kv,w1qc0w,mrwagga,5307,75227,2018-03-18 01:27:03+08:00,False,False,False
2a8zuxs,igm9t9q,w1qc0w,paullampard,266,2449,2017-10-05 10:48:09+08:00,False,False,False
2vx2xcyw,iglrhv1,w1qc0w,sneakpeek_bot,135,71289,2018-12-30 11:53:52+08:00,False,True,False
5odmy,igm13ll,w1qc0w,lordkronos,130612,31839,2011-08-16 20:13:09+08:00,False,True,False
122x8ils,igmn9nf,w1qc0w,thrulim123,942,45036,2018-03-18 10:57:23+08:00,False,False,False
9b0kt,igm1e5e,w1qc0w,greatguysg,41171,25315,2012-10-15 11:56:13+08:00,False,False,False
904qi,igm4avt,w1qc0w,jitterbug726,8049,78644,2012-09-14 10:22:18+08:00,False,True,False
9kmca,iglr48f,w1q00p,leo-g,34023,130765,2012-11-12 01:57:52+08:00,False,True,False
126qy1,iglsadj,w1q00p,thebountywarden,1122,16034,2016-10-17 20:57:26+08:00,False,False,False
y39md,iglrdjo,w1q00p,MisoMesoMilo,87,88753,2016-05-21 13:43:13+08:00,False,False,False
7b8ih1c9,iglup5l,w1q00p,drhippopotato,2252,806,2021-04-22 23:19:05+08:00,False,False,False
i5yes3fg,iglww89,w1q00p,LycheeAlmond,1,2458,2022-01-02 16:26:03+08:00,False,False,False
3bdae86a,iglrfsy,w1q00p,PhotojournalistSad26,2,503,2020-07-23 13:04:07+08:00,False,False,False
yibzi,iglx2b8,w1q00p,Buttclencher914,313,11889,2016-06-07 01:53:43+08:00,False,False,False
agwav75q,iglvsqf,w1q00p,Ibreathoxygennow,8270,12296,2021-02-20 15:33:38+08:00,False,False,False
84gz7znu,iglshl7,w1q00p,Careless_Original742,1,2126,2021-01-29 11:15:02+08:00,False,False,False
4jua4k1c,iglsp0q,w1q00p,pafpafpaf_th1h95_b,15,73,2019-09-09 15:13:58+08:00,False,False,False
zzn62,iglt5x4,w1q00p,onFaut,3116,3037,2016-08-01 00:19:05+08:00,False,True,False
bkdnrru,igltuio,w1q00p,djmatt85,13657,52422,2017-08-24 13:38:24+08:00,False,False,False
10y07d,igly23j,w1q00p,QzSG,3186,13482,2016-08-28 16:25:59+08:00,False,True,False
usunh,iglzm3x,w1q00p,Paullesq,2654,20297,2016-02-14 00:43:42+08:00,False,False,False
bm1xt633,iglqqlt,w1q00p,eatingpotatornbrb,1154,11993,2021-04-18 17:52:29+08:00,False,False,False
fbya0,igm0dfq,w1q00p,Skiiage,104,10230,2014-02-18 21:35:16+08:00,False,False,False
dk6t8oyp,iglraoa,w1q00p,Doraemonhacker,8570,22202,2021-07-28 04:19:55+08:00,False,False,False
6knalglf,iglvzla,w1q00p,Darthstar72,1575,3747,2020-05-25 17:08:58+08:00,False,True,False
19p2zqdj,igmf4h7,w1q00p,weenween,165,1794,2018-04-28 19:02:54+08:00,False,False,False
fiwzb5i3,iglzmfa,w1q00p,Glittering-Hope-8897,4,1508,2021-10-16 08:20:00+08:00,False,False,False
ryzpr,igmbea7,w1pt9r,horsetrich,32594,60137,2015-11-13 00:41:53+08:00,False,False,False
3t0lzyg2,iglp7tk,w1pt9r,Graeyscale_creates,723,20525,2019-05-20 23:55:51+08:00,False,False,False
rewpr2l,igmk1rr,w1pt9r,hullabaloov,14,3196,2018-08-14 22:12:42+08:00,False,False,False
l6f9ypqc,ignlgvk,w1pt9r,Eyeslikepeanuts,1,50,2022-06-21 17:47:48+08:00,False,False,False
coczs0t3,igli53z,w1ol0y,sriracha_cucaracha,1806,15386,2021-06-12 15:06:55+08:00,False,False,False
13xet1,igljuww,w1ol0y,nextlevelunlocked,5001,37378,2016-12-28 22:56:43+08:00,False,False,False
oho16v0p,iglrq9d,w1ol0y,AirDjinn,568,2124,2022-06-12 10:25:31+08:00,False,False,False
bjiy8dq,igm5627,w1ol0y,hugthispanda,1006,39285,2019-03-12 01:24:30+08:00,False,True,False
3k9qfjsr,igltttw,w1ol0y,Pvt_Twinkietoes,797,19258,2019-04-08 15:23:29+08:00,False,False,False
1ae8o0nv,igloipi,w1ol0y,Hazelnut526,1701,18289,2018-05-02 00:04:11+08:00,False,False,False
2vx2xcyw,iglhsfz,w1ol0y,sneakpeek_bot,135,71289,2018-12-30 11:53:52+08:00,False,True,False
rewpr2l,igmjuu4,w1ol0y,hullabaloov,14,3196,2018-08-14 22:12:42+08:00,False,False,False
13h6ij,igm6urr,w1ol0y,kuang89,2957,15526,2016-12-11 12:17:00+08:00,False,False,False
122x8ils,igln112,w1n1g4,thrulim123,942,45035,2018-03-18 10:57:23+08:00,False,False,False
mnfmw2yl,iglclub,w1n1g4,AsparagusTamer,470,5764,2022-05-03 10:51:40+08:00,False,False,False
fbya0,igm2ptn,w1n1g4,Skiiage,104,10230,2014-02-18 21:35:16+08:00,False,False,False
gjdv9jfa,iglsbid,w1n1g4,Byebyeno,1,1941,2021-11-14 23:11:32+08:00,False,False,False
dysva,igm0ikk,w1n1g4,smexxyhexxy,7300,30165,2013-11-18 17:04:28+08:00,False,True,False
2vx2xcyw,igl8bkx,w1n1g4,sneakpeek_bot,135,71289,2018-12-30 11:53:52+08:00,False,True,False
72ww9xhg,iglxw2r,w1n1g4,One_Ok,194,3033,2020-06-30 09:48:05+08:00,False,False,False
jn2jn,iglccwu,w1m93k,precipiceblades,1909,25942,2014-11-28 01:38:25+08:00,False,False,False
39g5xh7j,iglhuzv,w1m93k,nonametrans,4780,37544,2019-02-20 23:18:21+08:00,False,False,False
3g458cm,iglncfy,w1m93k,Rexcaliburrr,10695,12487,2017-07-23 20:50:37+08:00,False,False,False
72ww9xhg,igldgdd,w1m93k,One_Ok,194,3033,2020-06-30 09:48:05+08:00,False,False,False
72mi6bja,iglxb3f,w1m93k,nicocounselor,1,63,2020-06-27 19:55:04+08:00,False,False,False
hacve,igmb9y6,w1m93k,poooooka,50,152,2014-07-07 18:14:01+08:00,False,False,False
